mean_rota_choice_quantity,mean_amount_of_hours,mean_difference_in_rotas,local_fitness,control
2.8086956521739133,61.00869565217391,10.237376048817696,0.4182630489266645,True
2.8086956521739133,60.11304347826087,11.495041952707856,0.4340240751937558,True
2.8086956521739133,59.93913043478261,11.705873379099923,0.4377397900291321,True
2.8086956521739133,60.61739130434783,10.752402745995424,0.4007845701209546,True
2.8086956521739133,60.43478260869565,10.951334858886346,0.42573825869020376,True
2.8086956521739133,59.74782608695652,11.984744469870328,0.4344774980930587,True
2.8086956521739133,60.208695652173915,11.414797864225783,0.42424627604023524,True
2.8086956521739133,60.2695652173913,11.34187643020595,0.43779475622492164,True
2.8086956521739133,60.73913043478261,10.70785659801678,0.4089484966745452,True
2.8086956521739133,60.582608695652176,10.841189931350115,0.42284954574365335,True
2.8086956521739133,60.21739130434783,11.455682684973302,0.4109222652630036,True
2.8086956521739133,60.48695652173913,10.984286803966437,0.42098098266057604,True
2.8086956521739133,60.28695652173913,10.974828375286041,0.42813555628200933,True
2.8086956521739133,59.97391304347826,11.614950419527078,0.4344339108641168,True
2.8086956521739133,59.68695652173913,12.074141876430206,0.43343584046688477,True
2.8086956521739133,60.62608695652174,10.999237223493516,0.40415004593603504,True
2.8086956521739133,60.6695652173913,10.610526315789473,0.414460063201482,True
2.8086956521739133,60.22608695652174,11.330892448512586,0.4258950569960878,True
2.8086956521739133,60.37391304347826,11.3534706331045,0.4154455010168746,True
2.8086956521739133,60.29565217391304,11.049885583524027,0.44153245753861375,True
2.8086956521739133,61.02608695652174,9.956979405034325,0.4094475318731612,True
2.8086956521739133,60.38260869565217,11.102364607170099,0.42030451272467434,True
2.8086956521739133,60.97391304347826,10.123569794050344,0.4131960335621662,True
2.8086956521739133,60.12173913043478,11.38886346300534,0.4339691089979663,True
2.8086956521739133,60.834782608695654,10.8045766590389,0.4040894849667454,True
2.8086956521739133,60.095652173913045,11.634172387490466,0.42095899618226024,True
2.8086956521739133,61.08695652173913,10.489092295957285,0.40218302586014865,True
2.8086956521739133,60.54782608695652,11.125858123569794,0.4143975116017935,True
2.8086956521739133,60.45217391304348,10.841800152555301,0.4327598526905953,True
2.8086956521739133,60.10434782608696,11.612204424103737,0.42409718023415593,True
2.8086956521739133,60.21739130434783,11.109992372234935,0.4244306418219462,True
2.8086956521739133,61.02608695652174,10.330129672006102,0.4029292074659798,True
2.8086956521739133,61.12173913043478,10.205034324942792,0.3942285494420931,True
2.8086956521739133,61.19130434782609,10.178489702517162,0.39098269742679687,True
2.8086956521739133,60.165217391304346,11.694584286803966,0.42431282439870904,True
2.8086956521739133,60.2695652173913,11.56003051106026,0.4264841946764144,True
2.8086956521739133,60.7304347826087,10.587337909992373,0.4120300751879699,True
2.8086956521739133,60.44347826086957,11.125247902364608,0.41531358214697967,True
2.8086956521739133,60.278260869565216,11.347368421052632,0.4169663288656424,True
2.8086956521739133,60.77391304347826,10.741113653699466,0.4091463749793877,True
2.8086956521739133,60.391304347826086,11.310144927536232,0.40023085802231634,True
2.8086956521739133,60.56521739130435,11.126773455377574,0.41599378881987575,True
2.8086956521739133,60.391304347826086,11.165522501906942,0.416467872258561,True
2.8086956521739133,60.07826086956522,11.466666666666667,0.4282663179688351,True
2.8086956521739133,60.391304347826086,11.122196796338672,0.42588396732500744,True
2.8086956521739133,61.23478260869565,10.421662852784134,0.3942787060957511,True
2.8086956521739133,60.73913043478261,10.803966437833715,0.40716286676676294,True
2.8086956521739133,59.85217391304348,11.70556826849733,0.45566089135883187,True
2.8086956521739133,60.85217391304348,10.383829138062548,0.4202935194855164,True
2.8086956521739133,60.61739130434783,10.834782608695653,0.41481926866856583,True
2.8086956521739133,59.70434782608696,11.852936689549962,0.4456140350877193,True
2.8086956521739133,60.8,10.703890160183066,0.41290606277139563,True
2.8086956521739133,60.78260869565217,10.454919908466819,0.42345417217534026,True
2.8086956521739133,59.69565217391305,12.237376048817696,0.42679788537192487,True
2.8086956521739133,60.26086956521739,11.579252479023646,0.4143529497216355,True
2.8086956521739133,60.43478260869565,11.398016781083143,0.4169324604107213,True
2.8086956521739133,60.78260869565217,10.879633867276889,0.40573425022182785,True
2.8086956521739133,60.84347826086957,10.42745995423341,0.4157458864552686,True
2.8086956521739133,60.22608695652174,11.07398932112891,0.4499727579819113,True
2.8086956521739133,60.0,11.939282990083905,0.42425815266468264,True
2.8086956521739133,60.15652173913043,11.682379862700229,0.4274068322981366,True
2.8086956521739133,60.608695652173914,11.10419527078566,0.40912438850107186,True
2.8086956521739133,60.85217391304348,10.919298245614035,0.39818101153504876,True
2.8086956521739133,60.46086956521739,11.32418001525553,0.4124013449773502,True
2.8086956521739133,59.92173913043478,11.963996948893975,0.419018303743198,True
2.8086956521739133,60.947826086956525,10.210526315789474,0.412008281573499,True
2.8086956521739133,60.15652173913043,11.262547673531655,0.42755802549852895,True
2.8086956521739133,60.11304347826087,11.712585812356979,0.4273965192484317,True
2.8086956521739133,60.582608695652176,11.117315026697177,0.4293886891140896,True
2.8086956521739133,60.85217391304348,10.438443935926774,0.4046673050459932,True
2.8086956521739133,60.78260869565217,10.653546910755148,0.4161165724871184,True
2.8086956521739133,60.91304347826087,10.278871090770405,0.4152036497554005,True
2.8086956521739133,60.33913043478261,10.917772692601067,0.4306527187534052,True
2.8086956521739133,60.73913043478261,10.691075514874141,0.40772824712801625,True
2.8086956521739133,61.356521739130436,9.944469870327994,0.3990765679107349,True
2.8086956521739133,60.86086956521739,10.311517925247902,0.4201725938547793,True
2.8086956521739133,60.15652173913043,11.38886346300534,0.41695543205840685,True
2.8086956521739133,60.052173913043475,11.519145690312738,0.4415434507777717,True
2.8086956521739133,60.426086956521736,10.794202898550724,0.4307180995968181,True
2.8086956521739133,60.504347826086956,10.883295194508008,0.4330191753500169,True
2.8086956521739133,60.6695652173913,11.167048054919908,0.40951291271657403,True
2.8086956521739133,60.47826086956522,11.380625476735316,0.42077108164064686,True
2.8086956521739133,60.2695652173913,11.330282227307398,0.4165997911284561,True
2.8086956521739133,60.22608695652174,11.667124332570557,0.4223725073553449,True
2.8086956521739133,60.7304347826087,10.457055682684974,0.4290221513769032,True
2.8086956521739133,60.46086956521739,11.20884820747521,0.42761250953470636,True
2.8086956521739133,60.62608695652174,10.801525553012967,0.4171665215366235,True
2.8086956521739133,60.71304347826087,10.59862700228833,0.4132396207911082,True
2.8086956521739133,60.48695652173913,11.258886346300534,0.4201844368769835,True
2.8086956521739133,60.278260869565216,11.018459191456904,0.4443609022556391,True
2.8086956521739133,60.34782608695652,11.319603356216628,0.4178530203924587,True
2.8086956521739133,60.54782608695652,11.02273073989321,0.40985592106468555,True
2.8086956521739133,60.26086956521739,11.347368421052632,0.4303743197933271,True
2.8086956521739133,60.7304347826087,10.926315789473684,0.39834345627439127,True
2.8086956521739133,60.66086956521739,10.905873379099924,0.41733584738243124,True
2.8086956521739133,60.391304347826086,11.106331045003813,0.4131960335621662,True
2.8086956521739133,60.278260869565216,11.532265446224256,0.4186790734600477,True
2.8086956521739133,60.48695652173913,11.08924485125858,0.41938785325596184,True
2.8086956521739133,60.71304347826087,10.738062547673533,0.4161934338952973,True
2.8086956521739133,60.052173913043475,11.892906178489703,0.4111373153380345,True
2.8086956521739133,60.66086956521739,10.715179252479023,0.4169772256728778,True
2.8086956521739133,60.21739130434783,11.495652173913044,0.43468916616280984,True
2.8086956521739133,60.391304347826086,11.149656750572083,0.4227450118177321,True
2.8086956521739133,60.7304347826087,10.850648360030512,0.4057748859451437,True
2.8086956521739133,60.278260869565216,11.460259344012204,0.41402737316550325,True
2.8086956521739133,60.504347826086956,11.081311975591152,0.41655581817182435,True
2.8086956521739133,61.13913043478261,10.358199847444698,0.407376749326733,True
2.8086956521739133,60.48695652173913,10.940350877192982,0.427845874787006,True
2.8086956521739133,61.06956521739131,10.252021357742182,0.3996876570032238,True
2.8086956521739133,60.34782608695652,11.39954233409611,0.42466391064232345,True
2.8086956521739133,60.608695652173914,10.71304347826087,0.43009698158439574,True
2.8086956521739133,60.40869565217391,10.940045766590389,0.42964375154893775,True
2.8086956521739133,60.04347826086956,11.600305110602594,0.4195052849515092,True
2.8086956521739133,61.2,9.962471395881007,0.40159401967789815,True
2.8086956521739133,60.052173913043475,11.694584286803966,0.44079214706379005,True
2.8086956521739133,60.321739130434786,11.38093058733791,0.41533556862529547,True
2.8086956521739133,59.93043478260869,11.653699466056445,0.4306527187534052,True
2.8086956521739133,61.02608695652174,10.387490465293668,0.4061786842883607,True
2.8086956521739133,60.44347826086957,11.052936689549961,0.4132178271766373,True
2.8086956521739133,60.608695652173914,10.927841342486651,0.4166547573242457,True
2.8086956521739133,60.2,11.40320366132723,0.42312068992356666,True
2.8086956521739133,60.095652173913045,11.448054919908467,0.42908811081185066,True
2.8086956521739133,60.45217391304348,11.214950419527078,0.4117026956992878,True
2.8086956521739133,60.130434782608695,11.373302822273073,0.44276370032430057,True
2.8086956521739133,60.12173913043478,11.533180778032037,0.4374003720481328,True
2.8086956521739133,60.68695652173913,10.858276125095347,0.4169990192873488,True
2.8086956521739133,60.26086956521739,11.263157894736842,0.42444153862918166,True
2.8086956521739133,60.97391304347826,10.371929824561404,0.40516508662961753,True
2.8086956521739133,59.80869565217391,12.00518688024409,0.4296986213128049,True
2.8086956521739133,60.06086956521739,11.462700228832952,0.4464684219205189,True
2.8086956521739133,60.208695652173915,11.762013729977117,0.4120959984609465,True
2.8086956521739133,61.14782608695652,10.213272311212815,0.39943119802749877,True
2.8086956521739133,60.84347826086957,10.58977879481312,0.404023525531798,True
2.8086956521739133,60.4,11.0883295194508,0.41393942725223987,True
2.8086956521739133,60.51304347826087,10.599847444698703,0.4306200283316988,True
2.8086956521739133,60.2695652173913,11.285430968726164,0.40721773653063015,True
2.8086956521739133,60.8,10.800915331807781,0.41305486411571174,True
2.8086956521739133,60.68695652173913,10.773150266971777,0.4287561921348195,True
2.8086956521739133,60.62608695652174,10.84790236460717,0.4128896710665798,True
2.8086956521739133,60.2695652173913,11.332112890922959,0.4235310284175232,True
2.8086956521739133,60.3304347826087,11.216781083142639,0.42520749738910574,True
2.8086956521739133,60.504347826086956,10.797864225781845,0.42908811081185066,True
2.8086956521739133,60.017391304347825,11.72143401983219,0.4179959325015115,True
2.8086956521739133,60.6,10.948893974065598,0.4099489795918367,True
2.8086956521739133,60.208695652173915,11.339740655987796,0.42468570425679436,True
2.8086956521739133,60.68695652173913,10.527231121281465,0.4131960335621662,True
2.8086956521739133,60.21739130434783,11.480091533180778,0.42023855328972687,True
2.8086956521739133,60.2695652173913,11.433714721586576,0.42629459539397424,True
2.8086956521739133,60.45217391304348,11.331807780320366,0.4102347056560216,True
2.8086956521739133,60.573913043478264,11.38367658276125,0.411691996921893,True
