size,q_shared_skills,hamming_avg,workcount_range,skill_q_range,skill_variation,control
4,0,12.666666666666666,13,3,0.7333333333333333,False
4,0,11.666666666666666,6,3,0.6875,False
4,0,11.666666666666666,6,3,0.6875,False
4,0,11.166666666666666,13,4,0.8333333333333334,False
4,0,11.166666666666666,13,4,0.8333333333333334,False
4,0,11.5,13,1,0.6666666666666666,False
4,0,11.5,13,1,0.6666666666666666,False
4,0,12.333333333333334,13,3,0.7857142857142857,False
4,0,12.333333333333334,13,3,0.7857142857142857,False
4,0,14.333333333333334,6,4,0.75,False
4,0,14.333333333333334,6,4,0.75,False
4,0,17.166666666666668,13,3,0.7272727272727273,False
4,0,17.166666666666668,13,3,0.7272727272727273,False
4,1,11.0,13,3,0.6428571428571429,False
4,1,11.0,13,3,0.6428571428571429,False
6,0,3.3333333333333335,0,3,0.6666666666666666,False
6,0,3.3333333333333335,0,3,0.6666666666666666,False
2,0,2.0,0,3,1.0,False
2,0,2.0,0,3,1.0,False
4,0,15.0,13,3,0.6666666666666666,False
4,0,15.0,13,3,0.6666666666666666,False
4,0,11.666666666666666,13,3,0.6428571428571429,False
4,0,12.0,13,3,0.6428571428571429,False
4,0,11.666666666666666,13,3,0.6428571428571429,False
4,0,12.0,13,3,0.6428571428571429,False
4,0,21.0,6,3,0.8888888888888888,False
4,0,21.0,6,3,0.8888888888888888,False
4,0,9.5,13,4,0.6666666666666666,False
4,0,8.0,6,4,0.7857142857142857,False
4,0,9.5,13,4,0.6666666666666666,False
4,0,8.0,6,4,0.7857142857142857,False
4,0,13.833333333333334,13,4,0.8333333333333334,False
4,0,13.833333333333334,13,4,0.8333333333333334,False
4,0,13.666666666666666,6,4,0.8181818181818182,False
4,0,15.5,13,4,0.7272727272727273,False
4,0,13.666666666666666,6,4,0.8181818181818182,False
4,0,15.5,13,4,0.7272727272727273,False
4,0,17.5,13,4,0.6875,False
4,0,17.5,13,4,0.6875,False
4,0,13.666666666666666,13,1,0.631578947368421,False
4,0,12.333333333333334,13,3,0.7272727272727273,False
4,0,12.333333333333334,13,3,0.7272727272727273,False
7,0,3.238095238095238,0,4,0.5238095238095238,False
7,0,3.238095238095238,0,4,0.5238095238095238,False
4,0,12.333333333333334,13,3,0.6470588235294118,False
4,0,12.333333333333334,13,3,0.6470588235294118,False
4,0,16.0,6,3,0.8571428571428571,False
4,0,12.333333333333334,13,3,0.7142857142857143,False
4,0,12.333333333333334,13,3,0.7142857142857143,False
4,0,11.333333333333334,13,3,0.8,False
4,0,11.333333333333334,13,3,0.8,False
2,0,0.0,0,3,1.0,False
4,0,11.0,13,1,0.6666666666666666,False
4,0,11.0,13,1,0.6666666666666666,False
7,0,3.0476190476190474,0,3,0.5652173913043478,False
7,0,3.0476190476190474,0,3,0.5652173913043478,False
2,1,6.0,0,3,0.8571428571428571,False
2,1,6.0,0,3,0.8571428571428571,False
4,0,9.166666666666666,13,2,0.6111111111111112,False
4,0,9.166666666666666,13,2,0.6111111111111112,False
4,0,18.166666666666668,13,3,0.8888888888888888,False
4,0,18.166666666666668,13,3,0.8888888888888888,False
4,0,15.5,13,4,0.8461538461538461,False
4,0,15.5,13,4,0.8461538461538461,False
4,0,14.833333333333334,13,1,0.6666666666666666,False
4,0,14.833333333333334,13,1,0.6666666666666666,False
4,0,16.666666666666668,6,4,0.8181818181818182,False
4,0,16.666666666666668,6,4,0.8181818181818182,False
4,0,8.166666666666666,13,4,0.75,False
4,0,8.166666666666666,13,4,0.75,False
4,0,21.0,6,4,0.8333333333333334,False
4,0,21.0,6,4,0.8333333333333334,False
4,0,15.666666666666666,6,3,0.7692307692307693,False
4,0,13.0,6,4,0.75,False
4,0,15.666666666666666,6,3,0.7692307692307693,False
4,0,13.0,6,4,0.75,False
7,0,3.4285714285714284,0,4,0.5454545454545454,False
7,0,3.4285714285714284,0,4,0.5454545454545454,False
4,0,13.666666666666666,13,3,0.6666666666666666,False
4,0,13.666666666666666,13,3,0.6666666666666666,False
4,0,9.5,13,3,0.6666666666666666,False
4,0,9.5,13,3,0.6666666666666666,False
4,0,9.5,7,4,0.7692307692307693,False
4,0,9.5,7,4,0.7692307692307693,False
5,0,2.0,0,2,0.6470588235294118,False
5,0,2.0,0,2,0.6470588235294118,False
4,0,13.666666666666666,13,0,0.6,False
4,0,13.666666666666666,13,0,0.6,False
7,0,1.7142857142857142,0,4,0.55,False
7,0,1.7142857142857142,0,4,0.55,False
3,0,12.666666666666666,13,1,0.8571428571428571,False
3,0,12.666666666666666,13,1,0.8571428571428571,False
4,0,17.5,13,1,0.631578947368421,False
4,0,14.833333333333334,7,1,0.631578947368421,False
4,0,17.5,13,1,0.631578947368421,False
4,0,14.833333333333334,7,1,0.631578947368421,False
5,0,8.8,13,3,0.7692307692307693,False
5,0,8.8,13,3,0.7692307692307693,False
4,0,12.833333333333334,13,2,0.6666666666666666,False
4,0,12.833333333333334,13,2,0.6666666666666666,False
4,1,15.833333333333334,13,3,0.75,False
4,1,15.833333333333334,13,3,0.75,False
4,0,15.833333333333334,13,4,0.6153846153846154,False
4,0,15.833333333333334,13,4,0.6153846153846154,False
7,0,5.142857142857143,7,4,0.6,False
7,0,5.142857142857143,7,4,0.6,False
6,0,3.6666666666666665,7,4,0.5,False
